DrugBank ID,Common name
Compound::DB14800,GP-100 antigen
Compound::DB14801,Lanifibranor
Compound::DB14802,ONO-2952
Compound::DB14803,AMY-101
Compound::DB14804,Iodine I-125
Compound::DB14805,Piflufolastat F 18
Compound::DB14806,Avexitide
Compound::DB14807,Demplatin pegraglumer
Compound::DB14808,Lumicitabine
Compound::DB14809,Anetumab ravtansine
Compound::DB14810,AZD-1656
Compound::DB14811,Isatuximab
Compound::DB14812,Procalcitonin
Compound::DB14813,PF-232798
Compound::DB14814,Lanabecestat
Compound::DB14815,Ginsenoside B2
Compound::DB14816,Biropepimut-S
Compound::DB14817,Pegapamodutide
Compound::DB14818,Osocimab
Compound::DB14819,Cobitolimod
Compound::DB14820,Profoxydim
Compound::DB14821,Macozinone
Compound::DB14822,SB-649868
Compound::DB14823,Balovaptan
Compound::DB14824,Icrucumab
Compound::DB14825,Danvatirsen
Compound::DB14826,Topramezone
Compound::DB14827,Modotuximab
Compound::DB14828,ABX-464
Compound::DB14829,Uproleselan
Compound::DB14830,Fluoromisonidazole F-18
Compound::DB14831,BMS-986012
Compound::DB14832,Polydioxanone
Compound::DB14833,MEDI6012
Compound::DB14834,Olendalizumab
Compound::DB14835,SUVN-G3031
Compound::DB14836,Polydextrose
Compound::DB14838,Telisotuzumab
Compound::DB14839,TOP-1288
Compound::DB14840,Ripretinib
Compound::DB14841,Centanafadine
Compound::DB14842,Fluciclatide
Compound::DB14843,Codrituzumab
Compound::DB14844,Dordaviprone
Compound::DB14845,Filgotinib
Compound::DB14846,Bimiralisib
Compound::DB14847,Azintuxizumab vedotin
Compound::DB14848,Tibulizumab
Compound::DB14849,Nebicapone
Compound::DB14850,Deleobuvir
Compound::DB14851,Relatlimab
Compound::DB14852,Zinpentraxin alfa
Compound::DB14853,Myrcludex B
Compound::DB14854,TC-6987
Compound::DB14855,2-(aminomethyl)phenol
Compound::DB14856,PF-05089771
Compound::DB14857,Avadomide
Compound::DB14858,Tadekinig alfa
Compound::DB14859,Fosifloxuridine nafalbenamide
Compound::DB14860,Ensartinib
Compound::DB14862,PF-06815345
Compound::DB14864,Brolucizumab
Compound::DB14865,Human interleukin-2
Compound::DB14866,Amcasertib
Compound::DB14867,Parsaclisib
Compound::DB14868,AZD-8848
Compound::DB14869,Remetinostat
Compound::DB14870,PF-5190457
Compound::DB14871,Xentuzumab
Compound::DB14872,Lucerastat
Compound::DB14873,Enadenotucirev
Compound::DB14874,Cergutuzumab amunaleukin
Compound::DB14875,AZD-4017
Compound::DB14876,TAS-116
Compound::DB14877,Lintuzumab
Compound::DB14878,Liafensine
Compound::DB14879,Cefiderocol
Compound::DB14880,Uteroglobin
Compound::DB14881,Oliceridine
Compound::DB14882,CEP-9722
Compound::DB14883,Lorecivivint
Compound::DB14884,Imgatuzumab
Compound::DB14885,PF-05180999
Compound::DB14886,BIO-11006
Compound::DB14887,PF-04620110
Compound::DB14888,IQP-0528
Compound::DB14889,Derazantinib
Compound::DB14890,Obicetrapib
Compound::DB14891,Vobarilizumab
Compound::DB14892,Spartalizumab
Compound::DB14894,Galicaftor
Compound::DB14895,Vibegron
Compound::DB14896,Selitrectinib
Compound::DB14897,Parsatuzumab
Compound::DB14898,Retagliptin
Compound::DB14899,Tavapadon
Compound::DB14900,ISO-1 F-18
Compound::DB14901,Inclisiran
Compound::DB14902,JHU-75528 C-11
Compound::DB14903,Rovafovir etalafenamide
Compound::DB14904,Pimasertib
Compound::DB14905,Emactuzumab
Compound::DB14906,Adafosbuvir
Compound::DB14907,Bevacizumab zirconium Zr-89
Compound::DB14908,Refanezumab
Compound::DB14909,Imetelstat
Compound::DB14910,Mirikizumab
Compound::DB14911,Risuteganib
Compound::DB14912,Pegvorhyaluronidase alfa
Compound::DB14913,5-methyl-2'-fluoroarauracil F-18
Compound::DB14914,Flortaucipir F-18
Compound::DB14915,CODA-001
Compound::DB14916,Selonsertib
Compound::DB14917,Ceralasertib
Compound::DB14918,Branaplam
Compound::DB14919,Rozanolixizumab
Compound::DB14920,Iboctadekin
Compound::DB14921,Mavacamten
Compound::DB14922,Tislelizumab
Compound::DB14923,Satavaptan
Compound::DB14924,Ritlecitinib
Compound::DB14925,Tenofovir exalidex
Compound::DB14926,Zastumotide
Compound::DB14927,Amylopectin
Compound::DB14928,Lacnotuzumab
Compound::DB14929,Elsulfavirine
Compound::DB14930,Alovudine F-18
Compound::DB14931,Cobomarsen
Compound::DB14932,Coleneuramide
Compound::DB14933,Nicotinamide riboside
Compound::DB14934,GDC-0927
Compound::DB14935,Serabelisib
Compound::DB14936,Menaquinone 6
Compound::DB14937,MK-8666
Compound::DB14938,Flurbiprofen axetil
Compound::DB14939,Motixafortide
Compound::DB14940,Aspartyl-alanyl-diketopiperazine
Compound::DB14941,BMS-817399
Compound::DB14942,BMS-986141
Compound::DB14943,LGH-447
Compound::DB14944,Tarloxotinib
Compound::DB14945,Florbenazine F-18
Compound::DB14946,PCO-371
Compound::DB14947,Bermekimab
Compound::DB14948,BMS-986020
Compound::DB14949,AZD-7687
Compound::DB14950,BMS-929075
Compound::DB14951,Etirinotecan pegol
Compound::DB14952,Pamrevlumab
Compound::DB14953,Firtecan pegol
Compound::DB14954,PIK3CA
Compound::DB14955,PF-04634817
Compound::DB14956,Davalintide
Compound::DB14957,MK-3577
Compound::DB14958,Selicrelumab
Compound::DB14959,Opicinumab
Compound::DB14960,Somatrogon
Compound::DB14961,Seltorexant
Compound::DB14962,Trastuzumab deruxtecan
Compound::DB14963,Konjac mannan
Compound::DB14964,Narnatumab
Compound::DB14965,CTT-1057
Compound::DB14966,Venglustat
Compound::DB14967,Margetuximab
Compound::DB14968,Bacillus calmette-guerin substrain tokyo 172-1 live antigen
Compound::DB14969,GTX-758
Compound::DB14970,Alobresib
Compound::DB14971,Iomazenil
Compound::DB14972,Methamidophos
Compound::DB14973,Abrocitinib
Compound::DB14974,Pimodivir
Compound::DB14975,Voxelotor
Compound::DB14976,Relacorilant
Compound::DB14977,Padsevonil
Compound::DB14978,MIP-1095 I-131
Compound::DB14979,Martinostat
Compound::DB14980,AZD-6482
Compound::DB14981,Phytic acid
Compound::DB14982,Miransertib
Compound::DB14983,Cimlanod
Compound::DB14984,Casimersen
Compound::DB14985,Enarodustat
Compound::DB14986,Linrodostat
Compound::DB14987,Difamilast
Compound::DB14988,Dalantercept
Compound::DB14989,Umbralisib
Compound::DB14990,Bazlitoran
Compound::DB14991,Nomacopan
Compound::DB14992,Pegunigalsidase alfa
Compound::DB14993,Pyrotinib
Compound::DB14995,NP-G2-044
Compound::DB14996,Sutimlimab
Compound::DB14997,Pateclizumab
Compound::DB14998,Olorinab
Compound::DB14999,Human interferon beta
Compound::DB15000,Dianexin
Compound::DB15001,Eflapegrastim
Compound::DB15002,Fitusiran
Compound::DB15003,PF-06700841
Compound::DB15004,MS-1819
Compound::DB15005,Viltolarsen
Compound::DB15006,Flufenoxuron
Compound::DB15007,Sevuparin
Compound::DB15008,GO-203-2C
Compound::DB15009,PF-04937319
Compound::DB15010,Edasalonexent
Compound::DB15011,Avacopan
Compound::DB15012,Farampator
Compound::DB15013,TAK-243
Compound::DB15014,Gremubamab
Compound::DB15015,Recombinant CD40-ligand
Compound::DB15016,Palladium Pd-103
Compound::DB15017,Enoblituzumab
Compound::DB15018,Agatolimod
Compound::DB15019,Mongersen
Compound::DB15020,Mureletecan
Compound::DB15021,Leriglitazone
Compound::DB15022,Apomab
Compound::DB15023,BMS-791826
Compound::DB15024,Apararenone
Compound::DB15025,Girentuximab I-124
Compound::DB15026,CXA-10
Compound::DB15027,Adriforant
Compound::DB15028,MK-1064
Compound::DB15029,AZD-8186
Compound::DB15030,GTI-2040
Compound::DB15031,Daridorexant
Compound::DB15032,Obexelimab
Compound::DB15033,Flortaucipir
Compound::DB15034,PRI-724
Compound::DB15035,Zanubrutinib
Compound::DB15036,Sitravatinib
Compound::DB15037,Poly(lactic acid)
Compound::DB15038,Litoxetine
Compound::DB15039,ITI-214
Compound::DB15040,TP-271
Compound::DB15041,Florilglutamic acid F-18
Compound::DB15042,Tavolixizumab
Compound::DB15043,Toripalimab
Compound::DB15044,Tafasitamab
Compound::DB15045,Ipafricept
Compound::DB15046,LY-2881835
Compound::DB15047,BMS-919373
Compound::DB15048,Licogliflozin
Compound::DB15049,Sucralose
Compound::DB15050,Neopterin
Compound::DB15051,Ethaselen
Compound::DB15052,Ansofaxine
Compound::DB15053,Lintuzumab satetraxetan AC-225
Compound::DB15054,TAS-117
Compound::DB15055,ABT-639
Compound::DB15056,Bifenthrin
Compound::DB15057,Fosgemcitabine palabenamide
Compound::DB15058,Flutemetamol
Compound::DB15059,Aprocitentan
Compound::DB15060,Human interleukin-6
Compound::DB15061,Lefitolimod
Compound::DB15062,Inarigivir
Compound::DB15063,Inarigivir soproxil
Compound::DB15064,Teprasiran
Compound::DB15065,PF-06291874
Compound::DB15066,Givosiran
Compound::DB15067,Volanesorsen
Compound::DB15068,Agerafenib
Compound::DB15069,Pexastimogene devacirepvec
Compound::DB15070,GI heptapeptide
Compound::DB15071,Omidenepag isopropyl
Compound::DB15072,Beinaglutide
Compound::DB15073,Ribose
Compound::DB15074,Aglatimagene besadenovec
Compound::DB15075,Mipicoledine
Compound::DB15076,Abrilumab
Compound::DB15077,Efinopegdutide
Compound::DB15078,Rogaratinib
Compound::DB15079,Troriluzole
Compound::DB15080,ELX-02
Compound::DB15081,Melanoma antigen recognized by T-cells 1
Compound::DB15082,Cabiralizumab
Compound::DB15083,Domagrozumab
Compound::DB15084,GS-9191
Compound::DB15085,Fulacimstat
Compound::DB15086,Ocrylate
Compound::DB15087,Psicose
Compound::DB15088,Oleclumab
Compound::DB15089,Frovocimab
Compound::DB15090,Tezepelumab
Compound::DB15091,Upadacitinib
Compound::DB15092,LY-2624803
Compound::DB15093,Somapacitan
Compound::DB15094,Anfibatide
Compound::DB15095,Leridistim
Compound::DB15096,18-methoxycoronaridine
Compound::DB15097,Gefapixant
Compound::DB15098,Morinidazole
Compound::DB15099,GW-468816
Compound::DB15100,Cusatuzumab
Compound::DB15101,Tigatuzumab
Compound::DB15102,Pemigatinib
Compound::DB15103,Glutamine 2-n-15
Compound::DB15104,Telisotuzumab vedotin
Compound::DB15105,PF-06751979
Compound::DB15106,Surufatinib
Compound::DB15107,Fludeoxyglucose
Compound::DB15108,Tipranavir C-14
Compound::DB15109,Ingenol disoxate
Compound::DB15110,Onvansertib
Compound::DB15111,Acetic acid C-11
Compound::DB15112,Somatropin pegol
Compound::DB15113,Utomilumab
Compound::DB15114,Vamorolone
Compound::DB15115,Nimacimab
Compound::DB15116,Ramatercept
Compound::DB15117,Transfluthrin
Compound::DB15118,Zolbetuximab
Compound::DB15119,Ropeginterferon alfa-2b
Compound::DB15120,GSK-239512
Compound::DB15121,AT-001
Compound::DB15122,PCS-499
Compound::DB15123,Dorzagliatin
Compound::DB15124,PF-05241328
Compound::DB15125,Belapectin
Compound::DB15126,IMG-7289
Compound::DB15127,Hydrogen
Compound::DB15128,Remtolumab
Compound::DB15129,Pegadricase
Compound::DB15130,Dexpramipexole
Compound::DB15131,Interferon alfa-2c
Compound::DB15132,AZD-8165
Compound::DB15133,Tepotinib
Compound::DB15134,Fluoroazomycin arabinoside F-18
Compound::DB15135,Ponezumab
Compound::DB15136,Rebaudioside A
Compound::DB15137,VK-2809
Compound::DB15138,AZD-9496
Compound::DB15139,Bifunctional epoxide hydrolase 2
Compound::DB15140,Bempegaldesleukin
Compound::DB15141,Deutivacaftor
Compound::DB15142,Chitin
Compound::DB15143,PF-06650833
Compound::DB15144,Altropane I-123
Compound::DB15145,Ziresovir
Compound::DB15146,Adrabetadex
Compound::DB15147,Tinostamustine
Compound::DB15148,Lenzilumab
Compound::DB15149,Futibatinib
Compound::DB15150,Fibronectin
Compound::DB15151,RO-6870810
Compound::DB15152,TMC-649128
Compound::DB15153,Dezamizumab
Compound::DB15154,Vunakizumab
Compound::DB15155,Pepinemab
Compound::DB15156,ABT-072
Compound::DB15157,Voruciclib
Compound::DB15158,BPI-3016
Compound::DB15159,Trevogrumab
Compound::DB15160,Asunercept
Compound::DB15161,Pittsburgh Compound B
Compound::DB15162,Pegilodecakin
Compound::DB15163,Selatogrel
Compound::DB15164,Apadamtase alfa
Compound::DB15165,Avacincaptad pegol
Compound::DB15166,Albuvirtide
Compound::DB15167,Fallypride
Compound::DB15168,Cilofexor
Compound::DB15169,H3B-6527
Compound::DB15170,Evobrutinib
Compound::DB15171,Tirzepatide
Compound::DB15172,Suvratoxumab
Compound::DB15173,JNJ-42165279
Compound::DB15175,Ofranergene obadenovec
Compound::DB15176,Quilizumab
Compound::DB15177,Bamocaftor
Compound::DB15178,Tomuzotuximab
Compound::DB15180,Cystic fibrosis transmembrane conductance regulator
Compound::DB15181,Metformin C-11
Compound::DB15182,alpha-Lactalbumin
Compound::DB15183,Fosmanogepix
Compound::DB15184,Mesosulfuron-methyl
Compound::DB15185,Rasdegafusp alfa
Compound::DB15186,Paxalisib
Compound::DB15187,Dubermatinib
Compound::DB15188,Livoletide
Compound::DB15189,Birabresib
Compound::DB15190,GLPG-0259
Compound::DB15191,MAX-40279
Compound::DB15192,ABT-288
Compound::DB15193,BMS-955176
Compound::DB15194,Cotadutide
Compound::DB15195,Mibenratide
Compound::DB15196,"Lysergic acid 2,4-dimethylazetidide"
Compound::DB15197,RSV-604
Compound::DB15198,Dextromethadone
Compound::DB15199,Ciraparantag
Compound::DB15200,Bixalomer
Compound::DB15201,Norbixin
Compound::DB15202,Fluoroacetic acid F-18
Compound::DB15203,JNJ-26489112
Compound::DB15204,Fosravuconazole
Compound::DB15205,Capromorelin
Compound::DB15206,Uprifosbuvir
Compound::DB15207,Esaxerenone
Compound::DB15208,NOP-1A
Compound::DB15209,MK-0736
Compound::DB15210,Chlorotoxin
Compound::DB15211,Duvortuxizumab
Compound::DB15212,Pemafibrate
Compound::DB15213,25-desacetylrifapentine
Compound::DB15214,BMS-986104
Compound::DB15215,KRN-5500
Compound::DB15216,Amylose
Compound::DB15217,Gastric inhibitory polypeptide
Compound::DB15218,Pozelimab
Compound::DB15219,Tomivosertib
Compound::DB15220,Seliforant
Compound::DB15221,PF-06260414
Compound::DB15222,GS-6620
Compound::DB15223,Flotetuzumab
Compound::DB15224,Lisavanbulin
Compound::DB15225,Mitazalimab
Compound::DB15226,Dasiglucagon
Compound::DB15227,Tirabrutinib
Compound::DB15228,Avidin
Compound::DB15229,CNV-2197944
Compound::DB15230,Dithiopyr
Compound::DB15231,Brimapitide
Compound::DB15232,Telaglenastat
Compound::DB15233,Avapritinib
Compound::DB15234,Semorinemab
Compound::DB15235,Di-2-pyridylketone 4-cyclohexyl-4-methyl-3-thiosemicarbazone
Compound::DB15236,Fucose
Compound::DB15237,Fluciclovine
Compound::DB15238,Olinciguat
Compound::DB15239,Nesolicaftor
Compound::DB15240,Elezanumab
Compound::DB15241,Methylsamidorphan
Compound::DB15242,MK-0533
Compound::DB15243,2-(1-Hexyloxyethyl)-2-devinyl pyropheophorbide-a
Compound::DB15244,Iopofosine I-131
Compound::DB15245,Olorofim
Compound::DB15246,Salvianolic acid A
Compound::DB15247,Vorolanib
Compound::DB15248,Bulevirtide
Compound::DB15249,MK-6325
Compound::DB15250,Vercirnon
Compound::DB15251,Antipain
Compound::DB15252,Nemolizumab
Compound::DB15253,Bleselumab
Compound::DB15254,Avutometinib
Compound::DB15256,Reldesemtiv
Compound::DB15257,Milademetan
Compound::DB15258,Imlifidase
Compound::DB15259,VB-201
Compound::DB15260,Iscalimab
Compound::DB15261,Butafenacil
Compound::DB15262,Futuximab
Compound::DB15263,Thyrotropin
Compound::DB15264,PD-0299685
Compound::DB15265,USL-311
Compound::DB15266,Tovorafenib
Compound::DB15267,Lesinidase alfa
Compound::DB15268,Afabicin
Compound::DB15269,ALK-4290
Compound::DB15270,Efgartigimod alfa
Compound::DB15271,Crizanlizumab
Compound::DB15272,Edratide
Compound::DB15273,VS-4718
Compound::DB15274,Pertussis vaccine
Compound::DB15275,Inavolisib
Compound::DB15276,PR1 leukemia peptide vaccine
Compound::DB15277,Gedivumab
Compound::DB15278,Marzeptacog alfa (activated)
Compound::DB15279,CB-103
Compound::DB15280,Gimsilumab
Compound::DB15281,Ravoxertinib
Compound::DB15282,Fluorofuranylnorprogesterone F-18
Compound::DB15283,Tebentafusp
Compound::DB15284,Sulopenem
Compound::DB15285,ARC-19499
Compound::DB15286,CB-1158
Compound::DB15287,Elismetrep
Compound::DB15288,Etamicastat
Compound::DB15289,Perillyl alcohol
Compound::DB15290,Pegteograstim
Compound::DB15291,BMS-986142
Compound::DB15292,Foliglurax
Compound::DB15293,Epalrestat
Compound::DB15294,SB-1578
Compound::DB15295,Tenalisib
Compound::DB15296,D-fluoromethyltyrosine F-18
Compound::DB15297,Petesicatib
Compound::DB15298,Ontamalimab
Compound::DB15299,Navtemadlin
Compound::DB15300,Hydroquinidine
Compound::DB15301,Bevifimod
Compound::DB15302,2-fluorofucose
Compound::DB15303,Faricimab
Compound::DB15304,iota-Carrageenan
Compound::DB15305,Risdiplam
Compound::DB15306,MEDI-6469
Compound::DB15307,Atabecestat
Compound::DB15308,Ridinilazole
Compound::DB15309,Hypothiocyanite ion
Compound::DB15310,Vactosertib
Compound::DB15311,Davanat
Compound::DB15312,Orilanolimab
Compound::DB15313,DAS-181
Compound::DB15314,Modimelanotide
Compound::DB15315,Coblopasvir
Compound::DB15316,Florasulam
Compound::DB15317,Posiphen
Compound::DB15318,Neodymium
Compound::DB15319,VM4-037
Compound::DB15320,Toll-like receptor 9
Compound::DB15321,Tefinostat
Compound::DB15322,Lacutamab
Compound::DB15323,Trelagliptin
Compound::DB15324,ORM-13070 C-11
Compound::DB15325,ONO-8539
Compound::DB15326,CXL-1020
Compound::DB15327,Abivertinib
Compound::DB15328,Ubrogepant
Compound::DB15329,Nattokinase
Compound::DB15330,Nesvacumab
Compound::DB15331,Vocimagene amiretrorepvec
Compound::DB15332,Radavirsen
Compound::DB15333,AZD-1386
Compound::DB15334,Biochanin A
Compound::DB15335,Formononetin
Compound::DB15336,Valanafusp alfa
Compound::DB15338,Rovatirelin
Compound::DB15339,Methcathinone
Compound::DB15340,EC-0652
Compound::DB15341,Dinalbuphine sebacate
Compound::DB15342,Panobacumab
Compound::DB15343,Tuspetinib
Compound::DB15344,beta-Hydroxyisovaleric acid
Compound::DB15345,GSK-945237
Compound::DB15346,GLPG-1205
Compound::DB15347,Branebrutinib
Compound::DB15348,Ampreloxetine
Compound::DB15349,Sofituzumab vedotin
Compound::DB15350,D-chiro-Inositol
Compound::DB15351,Dihematoporphyrin ether
Compound::DB15352,Vorsetuzumab mafodotin
Compound::DB15353,Nacubactam
Compound::DB15354,Evinacumab
Compound::DB15355,PL-3994
Compound::DB15356,SLV-334
Compound::DB15357,Xanomeline
Compound::DB15358,JNJ-54175446
Compound::DB15359,Xanthohumol
Compound::DB15360,"Carfentanil, C-11"
Compound::DB15361,Thallium Tl-201
Compound::DB15362,LSZ-102
Compound::DB15363,Istiratumab
Compound::DB15364,Elastin (human)
Compound::DB15365,Pegbelfermin
Compound::DB15366,SOR-C13
Compound::DB15367,LY-2623091
Compound::DB15368,Yttrium Y-90 clivatuzumab tetraxetan
Compound::DB15369,Aganirsen
Compound::DB15370,Balixafortide
Compound::DB15371,MK-2748
Compound::DB15372,JNJ-27548547
Compound::DB15373,Tilmanocept
Compound::DB15374,Cobalt Co-60
Compound::DB15375,Tozuleristide
Compound::DB15376,Gosuranemab
Compound::DB15377,ATB-346
Compound::DB15378,Vopratelimab
Compound::DB15379,Hydroxypropyl betadex
Compound::DB15380,Flutriciclamide F-18
Compound::DB15381,Menaquinone
Compound::DB15382,SAR-125844
Compound::DB15383,Pidilizumab
Compound::DB15384,Simotaxel
Compound::DB15385,Acebilustat
Compound::DB15386,ALT-801
Compound::DB15387,Bintrafusp alfa
Compound::DB15388,Anti-GD2 monoclonal antibody 3F8
Compound::DB15389,Teceleukin
Compound::DB15390,Efizonerimod alfa
Compound::DB15391,Elenbecestat
Compound::DB15392,Cesium
Compound::DB15393,Telatinib
Compound::DB15394,gamma-Tocopherol
Compound::DB15395,Elranatamab
Compound::DB15396,Vamotinib
Compound::DB15397,GMA-161
Compound::DB15398,Dihydrocapsiate
Compound::DB15399,BMS-754807
Compound::DB15400,Lifastuzumab vedotin
Compound::DB15401,Danicopan
Compound::DB15402,Tucotuzumab celmoleukin
Compound::DB15403,Ziritaxestat
Compound::DB15404,"Heparin, bovine"
Compound::DB15405,FET F-18
Compound::DB15406,GLPG-0974
Compound::DB15407,Acalisib
Compound::DB15408,Silmitasertib
Compound::DB15409,Ladiratuzumab vedotin
Compound::DB15410,(S)-Propafenone
Compound::DB15411,ABP-700
Compound::DB15412,LB-100
Compound::DB15413,Pafolacianine
Compound::DB15414,CM-4307
Compound::DB15415,Tomaralimab
Compound::DB15416,PX-102
Compound::DB15417,Recanaclotide
Compound::DB15418,AZD-9977
Compound::DB15419,Nanatinostat
Compound::DB15420,Coagulation factor XIa
Compound::DB15421,Cetrelimab
Compound::DB15422,ILS-920
Compound::DB15423,Disaccharide tripeptide glycerol dipalmitoyl
Compound::DB15424,Bfpet F-18
Compound::DB15425,CYC-065
Compound::DB15426,Giripladib
Compound::DB15427,Fialuridine
Compound::DB15428,Vesencumab
Compound::DB15429,Thioglycolic acid
Compound::DB15430,Elgemtumab
Compound::DB15431,M-2698
Compound::DB15432,Pinatuzumab vedotin
Compound::DB15433,AVI-7537
Compound::DB15434,Mosunetuzumab
Compound::DB15435,BMS-986158
Compound::DB15436,Glucoraphanin
Compound::DB15437,Rocacetrapib
Compound::DB15438,Artemin
Compound::DB15439,Navoximod
Compound::DB15440,GSK-3117391
Compound::DB15441,Lulizumab pegol
Compound::DB15442,Trilaciclib
Compound::DB15443,Lorukafusp alfa
Compound::DB15444,Elexacaftor
Compound::DB15445,Iodohippuric acid
Compound::DB15446,Vidofludimus
Compound::DB15447,Setogepram
Compound::DB15448,Acumapimod
Compound::DB15449,Citarinostat
Compound::DB15450,PF-05105679
Compound::DB15451,SOBI-003
Compound::DB15452,Technetium Tc-99m epratuzumab
Compound::DB15453,Naratuximab emtansine
Compound::DB15454,Ethyl butyrate
Compound::DB15455,Cenersen
Compound::DB15456,Vericiguat
Compound::DB15457,Snubh-nm-333 F-18
Compound::DB15458,Norleucine
Compound::DB15460,AGG-523
Compound::DB15461,Yersinia pestis 195/p antigen (formaldehyde inactivated)
Compound::DB15462,Fucoxanthin
Compound::DB15463,Belzutifan
Compound::DB15464,Urolithin A
Compound::DB15465,Benzhydrocodone
Compound::DB15466,Tallimustine
Compound::DB15467,Cinoxate
Compound::DB15468,Iscotrizinol
Compound::DB15469,Octyl triazone
Compound::DB15470,Minretumomab
Compound::DB15471,Zanidatamab
Compound::DB15472,Zanidatamab zovodotin
Compound::DB15473,Haemagglutinin-strain B (Victoria-like)
Compound::DB15474,Haemagglutinin-strain B (Yamagata-like)
Compound::DB15475,Haemagglutinin-strain A(H3N2)
Compound::DB15476,Haemagglutinin-strain A(H1N1)
Compound::DB15477,Alloin
Compound::DB15478,Frangula purshiana bark
Compound::DB15479,Zirconium chloride hydroxide
Compound::DB15480,Resorcinol monoacetate
Compound::DB15481,Fish liver oil
Compound::DB15482,Haemagglutinin-strain B
Compound::DB15483,Modified vaccinia ankara
Compound::DB15484,"Vibrio cholerae Inaba 6973 El Tor biotype, formalin inactivated"
Compound::DB15485,"Vibrio cholerae Inaba 48 classical biotype, heat inactivated"
Compound::DB15486,"Vibrio cholerae Ogawa 50 classical biotype, heat inactivated"
Compound::DB15487,"Vibrio cholerae Ogawa 50 classical biotype, formalin inactivated"
Compound::DB15488,Echinacoside
Compound::DB15489,Mexazolam
Compound::DB15490,Zuranolone
Compound::DB15491,Oxazolam
Compound::DB15492,Eticlopride
Compound::DB15493,Cambinol
Compound::DB15494,Edotreotide gallium Ga-68
Compound::DB15495,Rocaglamide
Compound::DB15496,Didesmethylrocaglamide
Compound::DB15497,"Smallpox and Monkeypox Vaccine, Live, Non-replicating"
Compound::DB15498,BOS172722
Compound::DB15499,Cerdulatinib
Compound::DB15500,Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (propiolactone inactivated)
Compound::DB15501,Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (propiolactone inactivated)
Compound::DB15502,Baccharis sarothroides whole
Compound::DB15503,Amaranthus hybridus pollen
Compound::DB15504,Acacia dealbata pollen
Compound::DB15505,"Influenza A virus A/Idaho/07/2018 (H1N1) antigen (MDCK cell derived, propiolactone inactivated"
Compound::DB15506,"Influenza A virus A/Indiana/08/2018 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)"
Compound::DB15507,"Influenza B virus B/Singapore/INFTT-16-0610/2016 antigen (MDCK cell derived, propiolactone inactivated)"
Compound::DB15508,"Influenza B virus B/Iowa/06/2017 antigen (MDCK cell derived, propiolactone inactivated)"
Compound::DB15509,Alnus serrulata pollen
Compound::DB15510,Prosopis velutina seed
Compound::DB15511,Gibberella fujikuroi
Compound::DB15512,Mucor circinelloides f. circinelloides
Compound::DB15513,Influenza A virus A/Switzerland/3330/2017 (H1N1) live (attenuated) antigen
Compound::DB15514,Influenza A virus A/Kansas/14/2017 (H3N2) live (attenuated) antigen
Compound::DB15515,Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (formaldehyde inactivated)
Compound::DB15516,Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (formaldehyde inactivated)
Compound::DB15517,Influenza A virus A/Brisbane/02/2018 (H1N1) recombinant hemagglutinin antigen
Compound::DB15518,Influenza A virus A/Kansas/14/2017 (H3N2) recombinant hemagglutinin antigen
Compound::DB15519,"Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (UV, formaldehyde inactivated)"
Compound::DB15520,"Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (UV, formaldehyde inactivated)"
Compound::DB15521,Cyd dengue virus serotype 1 live (attenuated) antigen
Compound::DB15522,Cyd dengue virus serotype 2 live (attenuated) antigen
Compound::DB15523,Cyd dengue virus serotype 3 live (attenuated) antigen
Compound::DB15524,Cyd dengue virus serotype 4 live (attenuated) antigen
Compound::DB15525,Mucor circinelloides f. lusitanicus
Compound::DB15526,Eurotium amstelodami
Compound::DB15527,Umirolimus
Compound::DB15528,Onasemnogene abeparvovec
Compound::DB15529,Leucanthemum vulgare pollen
Compound::DB15530,Trifolium pratense pollen
Compound::DB15531,Silk sericin
Compound::DB15532,Madecassoside
Compound::DB15533,Calcium sulfate
Compound::DB15534,Colchiceine
Compound::DB15535,Cuprous chloride
Compound::DB15536,Ferric chloride
Compound::DB15537,Eucalyptus gum
Compound::DB15538,Sea scallop
Compound::DB15539,Northern brown shrimp
Compound::DB15540,Rainbow trout
Compound::DB15541,Yellowfin tuna
Compound::DB15542,Atlantic mackerel
Compound::DB15543,Pacific ocean perch
Compound::DB15544,Myristica fragrans fruit
Compound::DB15545,Pisum sativum whole
Compound::DB15546,Skim milk
Compound::DB15547,Black sea bass
Compound::DB15548,Channel catfish
Compound::DB15549,Atlantic halibut
Compound::DB15550,Pradefovir
Compound::DB15551,Leptazoline A
Compound::DB15552,Leptazoline B
Compound::DB15553,Leptazoline C
Compound::DB15554,Leptazoline D
Compound::DB15555,Magnesium malate
Compound::DB15556,Zinc glycinate citrate
Compound::DB15557,"24-Homo-1,25-dihydroxyvitamin D3"
Compound::DB15558,Imalumab
Compound::DB15559,Zenocutuzumab
Compound::DB15560,Reloxaliase
Compound::DB15561,Valoctocogene roxaparvovec
